x1,x2,x3,x4,x5
-0.0060789033026998895,-0.0036639413282900605,-0.007425579210881021,-0.018336986086150225,0.012086846665780748
-0.006234927872613291,-0.0051791538911219875,-0.009065138725220787,-0.016898106021578176,0.011371207281320668
-0.006206373374983303,-0.007549223636555045,-0.010452736719252325,-0.018682681362206986,0.006122083818014931
-0.0061461343692847895,-0.0045018091528476,-0.006943123551891768,-0.01497073001087681,0.003998783673227208
-0.006220493131902207,-0.006408671066497379,-0.010489134004499268,-0.011255352510393708,0.0031289303051098534
-0.006218359338731195,-0.005642127965525733,-0.012698669208850695,-0.01078735127792522,-0.0029793378212260558
-0.006216158062701626,-0.008254163300232844,-0.007726882355982224,-0.017812313918343738,0.00862867144034024
-0.006213203831841094,-0.005515115289603567,-0.008140570077735164,-0.014595972414516224,-0.0005708535179332216
-0.006197207227570721,-0.004656395820708554,-0.004845987998617793,-0.01264571381405369,0.002779147953173675
-0.006293401912003134,-0.007447729877397912,-0.010584412304622983,-0.006071815800156238,0.0008835236521652707
-0.006082263927343976,-0.0009437987872068954,-0.004521994471602942,-0.009096126664941627,0.0017780633165202754
-0.006131778279307573,-0.006291377658761225,-0.007971877273010169,-0.012553669839128872,-0.0013807012274337056
-0.006264262109341733,-0.007195417486134897,-0.010531338941122518,-0.012861912888785784,0.0006244439813695091
-0.006196898860256659,-0.0011606103157088346,-0.008180507473805922,-0.009646449237921085,0.0013988770775466364
-0.0061170137299919256,-0.003972297925810513,-0.0069624560025878385,-0.010756765542458984,-0.0021482399097019476
-0.006116526176536324,-0.007254035265588452,-0.007547896948001409,-0.006489876203877583,-0.0030173145768313744
-0.0061536007374161,-0.004795247193777137,-0.00746970642463107,-0.007439919411164212,-0.0017922664575460894
-0.006195832299577719,-0.002078129244049211,-0.009996335327741803,-0.006543812520047429,-0.0029201169928263194
-0.006175364241448282,-0.0026110350507987383,-0.00993368787955356,-0.004776555258475703,-0.0010483712764686119
-0.00608095627619289,-0.004346448650253459,-0.009157109630094317,-0.005569831594073053,-0.0017352158279971823
-0.0061011428001325725,-0.0003981353098032959,-0.006841013049887075,-0.005766100861812771,-0.0005086028479943977
-0.006105358942182591,-0.004236928915025382,-0.006945477780651429,-0.008726826972788204,0.0028578829397270635
-0.006231492727011788,-0.0054450614610075145,-0.005469874364722059,-0.006635106870977722,0.001904177507260802
-0.00619030664759586,-0.006399893800111097,-0.008687980710870215,-0.006638229803752227,-0.0016458044737039119
-0.006273946421550603,-0.0035162976084847533,-0.009617948582823315,-0.008428962232091738,-0.004510155826032631
-0.006199580231745253,-0.005137588155544998,-0.004943172645536236,-0.008374805836770713,-0.0040710583236361975
-0.006232680579181717,-0.008667619216669468,-0.009350462947043251,-0.009193021953252166,-0.0023107280439569186
-0.006110887910991185,-0.007179710089313283,-0.009184368541678038,-0.011035633835474694,0.002776384204959953
-0.006057870929603672,-0.006545389124116959,-0.010935390145680367,-0.002896029429696526,0.0013077781729349553
-0.00608819405586633,-0.0027982803961113505,-0.008421331296710596,-0.01351982396610778,0.005619327815252767
-0.006082515369586204,-0.004472009310798675,-0.011376033574758007,-0.013678419449460837,0.004871360472562007
-0.0060984059300767,-0.001039456367070346,-0.004193008111544188,-0.011166531688866721,-0.0004743526310074106
-0.0061409547568693915,-0.004063209562384167,-0.006995703188352139,-0.00874782848200308,-0.001463490927318307
-0.00606837041733024,-0.007439528106258952,-0.007653715521517025,-0.012531042740558928,0.00232122407741901
-0.0061176805903025225,-0.0031611153395360568,-0.007038077948348608,-0.013271659353175543,-0.0013615049739444276
-0.00620893429781804,-0.0046321367276988,-0.011141655068812008,-0.009415101643039863,-0.006066389574679514
-0.006159393337663163,-0.007056344583178961,-0.005597319568156523,-0.00901449415942792,-0.003974608766376224
-0.006223404264537739,-0.0035470393247411035,-0.0076541020717534,-0.00919781471210346,-0.0025703390405474257
-0.006020073100026679,0.0018921960997632691,-0.004178646680464677,-0.00953341996956785,0.0030703648119373133
-0.00610838419075333,-0.004288049341309572,-0.0060935457098396095,-0.008544417213088924,0.0002458355658917234
-0.006045947624934651,-0.004909646767608868,-0.004521203605735927,-0.007262086445509464,-0.0012970374345310984
-0.0060963725214343515,-0.005158843679117613,-0.00620528283960367,-0.005103125911594825,-0.0003448135914656448
-0.006154847274234537,-0.005266964120464714,-0.008245432366339078,-0.007071839120710206,-0.005825124603139087
-0.006137049275119988,0.001696090188596864,-0.005499311800740309,-0.006186468957927778,0.0018470883926190922
-0.006185517508121954,-0.0015883801908579027,-0.008980689055901634,-0.0044296106381889475,-0.0043140468928020235
-0.006030422112163352,0.0007042488838565335,-0.003779187512345538,-0.004825296508827082,-0.0004842473259020294
-0.006176452536345922,-0.002990989777250598,-0.0012254962972862425,-0.010509460198468644,0.0005606158733267345
-0.006072950086563885,-0.005119703276904844,-0.007179819147894788,-0.005927197859304885,-0.004332120458958964
-0.00613530203274297,-0.005138725534595607,-0.006774389045903887,-0.004641514379519448,-0.0025588212066384457
-0.0061611753293331776,-0.0016597532975105335,-0.011646642360914247,-0.002097112810490902,-0.002387659060827717
-0.006087390158978343,-0.0016228715898285357,-0.005970244715883204,-0.0042037023109580424,0.001534102471014064
-0.0060688185472152,-0.0031429594315743733,-0.008900424660025438,-0.0036307860372436023,0.0005093744365657617
-0.006117928763350774,0.0003263312737841482,-0.003025453191633209,-0.007283594992576572,-0.0008834793510162491
-0.0060024410994291,0.0009357173023633679,-0.0034699445525716178,-0.005040913620984939,0.003398955605723068
-0.006093408868678397,-0.00020215482056129143,-0.004473403520240213,-0.0005447991578155195,0.005676498994743521
-0.006126798849870072,-0.0010694150454858668,-0.005182401950963751,-0.0029866275106343113,-0.00011959590948847671
-0.006271721090896202,-0.009762906492362467,-0.0033531639149232038,-0.016534367287059558,-0.008037651679775562
-0.006136418159248452,-0.00818941073558862,-0.00831877686057236,-0.012934889769963051,0.000672810590570405
-0.006085401991304954,-0.0052952154073546715,-0.003196010303827113,-0.019754018910726204,0.0042429392239623324
-0.006049125021002651,-0.0065589692732271505,-0.005208812632191802,-0.01014930293342377,-0.0033936521980449403
-0.006059149589248336,-0.004590227186753753,-0.010594667568289052,-0.007890297332254383,-0.0008207364973370473
-0.006242244071135854,-0.008447210068541735,-0.011014989038040152,-0.005559932522491808,0.0008994299856366171
-0.006156147322984366,-0.0009308440023746063,-0.0012370196428254292,-0.006575325731866418,0.0016068969188704893
-0.0062930606952756275,0.000681373651653144,-0.0017577386484697974,-0.010043043285157009,-0.002226465626519189
-0.0061141325067268935,-0.005270365165748949,-0.0073949113806579345,-0.008496227636971818,-0.004361099847082221
-0.006394595234662989,-0.005425468490970633,-0.007517215603845959,-0.0069709300089683185,-0.00047359865993275996
-0.006388668432028669,-0.006152504663717619,-0.007333741082193695,-0.00966293168706547,-0.0020445875218641153
-0.006120967912221997,-0.009992198248231915,-0.002564202640554027,-0.0089256770205253,-0.00522779529808816
-0.006036349268562599,-0.0038952965395721933,-0.010010827683274789,-0.004761121537164375,-0.003455720993912744
-0.006073147952684596,-0.0038301730216508192,-0.010661679310821633,-0.007257955049855257,-0.0005620344419620435
-0.005975475167810427,-0.002016876042521123,-0.006992500561893603,-0.005836437513437333,0.002339526166700079
-0.005891970013570049,-0.0038537313690553687,-0.0034044556236999053,-0.004066703237236519,0.0005924293862386651
-0.006073617264049919,-0.002720101139802585,-0.007217761733500521,-0.004660026244626709,-0.0018810863051395605
-0.005940312458130666,-0.0041371685872322785,-0.004688128760577,-0.005190475718562985,-0.002302197815620356
-0.006124533002481239,-0.005916126917675576,-0.006804013159206229,-0.004658479332194844,-0.00027795840994585436
-0.006166933527271622,-0.004786118936446542,-0.00566383357475356,-0.006001511058419807,-0.002868413318224215
-0.006140787400711403,-0.0037795200089157117,-0.010428450407435423,-0.0017579515582312492,-2.989411149263135e-5
