x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
-0.008681652404669466,-0.0036133356003297578,-0.014771876590849027,0.008496635202005063,0.010362588223178707,-0.00894459957151674,0.0008589447154882925,6.221243056121845e-5,0.009279849313404247,0.022906128264704468,-0.008774209232176273,-0.0028716513494626743,0.00323040558684356
-0.008755636078442822,-0.006962613064971202,-0.006299835130932956,0.005605690710331975,0.006669234108917576,-0.005307417347271306,0.001387501016355011,0.003946668041536104,0.008126686561596224,0.01940736152338303,0.0014359522250028361,-0.006249520460303065,0.010747817954377358
-0.008606430129561487,-0.0040720047688749764,0.00030410178108221186,0.0022898796258742603,0.0023107751646238837,-0.006355740282974443,0.005021633649860288,0.006234417088887075,-0.010711711333562468,0.007467346565032933,0.004854141131214889,0.0005930039109498944,-0.000650691341119679
-0.008990692673243286,-0.015600981599618776,0.006476065583603405,-0.0008302405662632103,0.00947098012749038,-0.007178200515738849,0.005587974857884659,0.004345605228849997,0.0013057288612713233,0.01792679600494663,0.003867583575615484,-0.0042647330650790296,-0.006751288088723136
-0.00874238775241131,-0.01141198265895962,-0.003570836029600601,0.0032044898942566414,0.008099276968146052,-0.005010907935710137,0.01424754719195411,0.0035478359208816414,-0.005691757662726727,0.0050466580730535145,-0.01460952828673329,-0.003256535957035076,-0.005757597136993272
-0.008758131526548,-0.012635824229811035,0.001210588919930828,0.002830511896048246,0.00827069505666071,-0.0026290440749712767,0.008430416833307546,0.002746588052994932,0.006304290003258452,0.014761005716737207,-0.011002646978466915,0.0012175868294055966,-0.009118776768159649
-0.008708687750628066,-0.008013581596838912,0.003503863519085798,-0.0009686557950434987,0.005571919479987079,-0.0018007142445514775,0.004639743599960143,0.017814017930884263,-0.007688571681784556,0.019772150574701892,0.003939336110270939,-0.011589892208466367,-0.016733787495146726
-0.008834640826669302,-0.008457098734035272,0.0015070555989709267,0.006206604635083247,0.006792840131132991,-0.005818371153988154,0.007838067686154566,0.011856420270985456,-0.009449191172484104,0.010787237464555502,0.0015282197698122068,-0.009569308703807611,-0.006263328062396875
-0.008983166664809887,-0.010564851057217616,0.0047008900864463875,0.010526058151106644,0.0015568014167317908,-0.005444970405452957,0.006291190891054587,0.008932172602289075,-0.014213732295702506,0.006711236843752811,-0.001853673613879877,-0.006462411216641508,-0.015482199138770211
-0.008790502911222247,-0.011177963892411717,-0.004294323735312292,0.002169094142312917,0.007835221037519793,-0.00039022600733944006,0.006522362307066252,0.009557022043516817,-0.007450215376402227,0.013620633738102954,0.003593773377257541,0.00031329988387027424,0.008299200848574486
-0.00881623316617021,-0.013535504725622986,-0.001863982672356632,0.002892197756386366,0.008471289231002868,-0.0003677991679762105,0.011680051368792655,0.0007621940461985311,0.00876343439899605,0.015903607614743246,-0.008280981956086906,-0.007118165911086486,-0.012384154318321097
-0.008825536059136531,-0.012071829439384348,-0.00042802395810743527,0.0039554071179489945,0.0007888763344650233,0.008107677114116502,-0.0014037841114091956,0.004071017314292819,-0.0017526810187059186,0.007276182525587824,-0.002171641810303904,-0.0077393588809014525,-0.010561558949612327
-0.008853796949643536,-0.014135107332810324,-0.008166367598834245,-0.008777270528305866,-0.00364400404496077,-0.014382794109123591,0.003246568302729843,0.010380260478961416,-0.007641093424420014,0.00958273805120917,-0.010263240273973977,-0.012652049190894235,0.004004901129991437
-0.008740038873293703,-0.009564539350972246,-0.002134775273742973,-0.003517068694229661,-0.009593569341435798,-0.008989940001637367,0.0037400152073040448,-4.29041750357959e-5,-0.0076428922677421645,0.006730474389056475,-0.0067033518185600815,-0.01354520496367137,0.0055307981917179045
-0.008805623714601711,-0.014476099840097045,0.00283859057777006,-0.009444810241458356,0.006455714805556074,-0.00843690358365182,0.00705732040179137,0.011692434404973591,-0.00570115934703582,0.008491807016202516,-0.008696381621431309,-0.014159325420579247,0.003419588989708493
-0.008931392155115098,-0.00905872558853722,0.002200272512974281,0.0005872132137395609,0.006322768133369594,-0.00811961143956352,0.001458961782243253,0.013250755512156882,-0.004166919959295007,0.007580917609261488,-0.004744833043350275,-0.005359067782523273,-0.008427237023537884
-0.00858974772641181,-0.0028033028106781597,-0.00809946374823823,0.006269907983172926,0.0018200728605121258,-0.015287275416636747,0.012216041410215006,0.02304923218750804,0.00021273655814939909,0.015701095608630054,-0.004876690591084424,-0.015065251967922664,0.02093782134411452
-0.008680429501213402,-0.010221974151401603,-0.0015753381091352032,-0.0005277808784180989,0.007114149761487589,-0.010796506015440016,0.001984947440641395,0.0006858557376869061,-0.0038524972947375567,0.005755659076273319,0.0012728179638758473,0.008960257546051589,0.006432534944528937
-0.009005744946062398,-0.010880763910890065,0.002431015174920707,0.004095933530984583,0.006114005800613353,-0.013353667340078926,0.013656550860390816,0.003262709806301929,0.002518740407712564,0.016826198596477396,-0.011641294341535529,0.0032680158053767856,0.016127749451393336
-0.008889146977719002,-0.014474631703221668,0.005145730107820361,-0.013421334336196383,-0.0013309324068015015,-0.0036741552730199336,0.008903255133132471,0.004157785864601646,0.005053988216562013,0.0018825892567195586,-0.0043331420140589735,-0.008966689071679985,0.009060648362875358
-0.00877367175679013,-0.00954624245189645,0.004149110955668021,-0.00028386866527586397,0.0005131993182300357,0.00039770626218073703,0.007032456957665936,0.006678965304611199,-0.012755460053562782,0.0016673410234930239,-0.015643637843543855,-0.012955925639367089,0.002771716353672864
-0.008704898995822115,-0.008369701346716206,-4.8012482555637966e-5,-0.0017648454256714114,0.0020820020946240884,0.00018397419694731116,0.017301391488115856,0.006025918256631913,-0.0010952685734546227,0.01217756039512777,-0.006741010726424356,-0.0035923717290530822,-0.0024679521278553004
-0.0088775429107094,-0.011316369561393208,-0.00027420639999200266,0.0008359489545430874,0.0045112790518624405,-0.0067433873047281065,0.017357506655323353,0.004624880963473366,0.0012262733871118282,0.003892195726017373,-0.015174798873073431,-0.011094045308679542,-0.018554665064063468
-0.008864412470067525,-0.0130284832146653,0.0008516629836201736,0.005498784843141917,0.006200933430824882,-0.008968676937332347,0.016654648663626762,0.006791869820781218,-0.0005107624453801314,0.009426856558778583,0.0021807730060682032,-0.006492771210047422,0.0036390953090256395
-0.008827506428447731,-0.010165427434367883,0.008119710436729159,0.0011942887971356177,-0.0007520712716707862,0.00459338491413106,0.010099504334210105,0.0009384866142744091,0.0013495885554053778,0.01003503949727297,-0.002802599544589035,-0.002622975678882282,-0.004166473289575027
-0.00881915837800864,-0.01314781964781778,0.002898195113354129,0.008358235213511324,0.004717361736700539,-0.0024962116793266153,0.010748126308334691,0.0015905439140248602,0.001723698052252889,-0.0025870181565658982,-0.004758539474426108,-0.0071583230206190025,0.0030040933645390476
-0.008783486260340225,-0.010119299888800419,0.0019704761075249265,0.008723968146314529,0.004129782464331394,0.0031914390637401316,0.007824034155700838,0.006192036094261784,-0.0032474332071107063,0.008346537138178341,0.0031819005090421865,-0.011831010570877551,-0.009555045010316074
-0.008808932296756352,-0.01625328040980749,-0.002773731563218889,0.015996747818819372,0.009098982149281122,0.0023183903122034433,0.011757376244140267,-0.010585425733098857,0.006258978489132895,0.0015876633024295647,-0.00582706885607628,-0.0005584758008383784,-0.0030231772526188865
-0.00895155840742283,-0.01631933181127879,0.005533494109747867,0.009314307261398218,0.012082530438868259,-8.35456593243091e-5,0.011259914376716213,0.003221512979302333,0.0006115509792924813,0.010246790479244143,0.0011332165664808536,-0.0005638917210554804,-0.00370327758497135
-0.008868636872875483,-0.006728801797776581,9.172990394323179e-5,0.015996809877990202,0.005875110672848485,-0.008525625055809938,0.01473716880387772,0.012388056754436704,0.0028358435227861115,0.013204393223742464,-0.014857165409026119,0.00014247252518270433,0.009199128519807226
