x1,x2,x3,x4,x5
-0.008681652404669466,-0.0036133356003297578,-0.014771876590849027,0.008496635202005063,0.010362588223178707
-0.008755636078442822,-0.006962613064971202,-0.006299835130932956,0.005605690710331975,0.006669234108917576
-0.008606430129561487,-0.0040720047688749764,0.00030410178108221186,0.0022898796258742603,0.0023107751646238837
-0.008990692673243286,-0.015600981599618776,0.006476065583603405,-0.0008302405662632103,0.00947098012749038
-0.00874238775241131,-0.01141198265895962,-0.003570836029600601,0.0032044898942566414,0.008099276968146052
-0.008758131526548,-0.012635824229811035,0.001210588919930828,0.002830511896048246,0.00827069505666071
-0.008708687750628066,-0.008013581596838912,0.003503863519085798,-0.0009686557950434987,0.005571919479987079
-0.008834640826669302,-0.008457098734035272,0.0015070555989709267,0.006206604635083247,0.006792840131132991
-0.008983166664809887,-0.010564851057217616,0.0047008900864463875,0.010526058151106644,0.0015568014167317908
-0.008790502911222247,-0.011177963892411717,-0.004294323735312292,0.002169094142312917,0.007835221037519793
-0.00881623316617021,-0.013535504725622986,-0.001863982672356632,0.002892197756386366,0.008471289231002868
-0.008825536059136531,-0.012071829439384348,-0.00042802395810743527,0.0039554071179489945,0.0007888763344650233
-0.008853796949643536,-0.014135107332810324,-0.008166367598834245,-0.008777270528305866,-0.00364400404496077
-0.008740038873293703,-0.009564539350972246,-0.002134775273742973,-0.003517068694229661,-0.009593569341435798
-0.008805623714601711,-0.014476099840097045,0.00283859057777006,-0.009444810241458356,0.006455714805556074
-0.008931392155115098,-0.00905872558853722,0.002200272512974281,0.0005872132137395609,0.006322768133369594
-0.00858974772641181,-0.0028033028106781597,-0.00809946374823823,0.006269907983172926,0.0018200728605121258
-0.008680429501213402,-0.010221974151401603,-0.0015753381091352032,-0.0005277808784180989,0.007114149761487589
-0.009005744946062398,-0.010880763910890065,0.002431015174920707,0.004095933530984583,0.006114005800613353
-0.008889146977719002,-0.014474631703221668,0.005145730107820361,-0.013421334336196383,-0.0013309324068015015
-0.00877367175679013,-0.00954624245189645,0.004149110955668021,-0.00028386866527586397,0.0005131993182300357
-0.008704898995822115,-0.008369701346716206,-4.8012482555637966e-5,-0.0017648454256714114,0.0020820020946240884
-0.0088775429107094,-0.011316369561393208,-0.00027420639999200266,0.0008359489545430874,0.0045112790518624405
-0.008864412470067525,-0.0130284832146653,0.0008516629836201736,0.005498784843141917,0.006200933430824882
-0.008827506428447731,-0.010165427434367883,0.008119710436729159,0.0011942887971356177,-0.0007520712716707862
-0.00881915837800864,-0.01314781964781778,0.002898195113354129,0.008358235213511324,0.004717361736700539
-0.008783486260340225,-0.010119299888800419,0.0019704761075249265,0.008723968146314529,0.004129782464331394
-0.008808932296756352,-0.01625328040980749,-0.002773731563218889,0.015996747818819372,0.009098982149281122
-0.00895155840742283,-0.01631933181127879,0.005533494109747867,0.009314307261398218,0.012082530438868259
-0.008868636872875483,-0.006728801797776581,9.172990394323179e-5,0.015996809877990202,0.005875110672848485
-0.008368217460958657,-0.0014772934728060811,-0.002180257075029648,-0.0034414510904988934,0.003445796045927617
-0.008885382955834084,-0.012250893304205463,0.002759625056656463,-0.010402853384893081,-0.0025735594816679408
-0.008811145483393484,-0.009099988114980145,-0.0014368474432590549,-0.0019965734361457018,0.003720370106668774
-0.008791027786271352,-0.010609656410802212,0.010103837151824533,-0.0006489160288876487,0.004276463708161946
